CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender,Annual_Spend,Visit_Frequency
4645,18,46,59,Female,75665,12
4646,44,56,43,Male,21507,11
4647,31,23,71,Female,77159,17
4648,38,44,58,Female,48714,13
4649,41,42,19,Male,56448,14
4650,33,85,45,Female,78429,2
4651,37,21,43,Female,67571,7
4652,50,57,27,Male,38242,14
4653,45,65,49,Female,60079,8
4654,22,70,39,Male,71125,12
4655,43,62,20,Male,30823,9
4656,40,65,51,Female,63507,4
4657,29,56,45,Female,21195,15
4658,20,55,52,Female,29798,11
4659,34,64,50,Male,51003,11
4660,31,45,100,Male,51970,17
4661,49,15,71,Male,40933,15
4662,34,25,79,Female,61109,9
4663,21,20,40,Male,48205,14
4664,18,49,64,Female,73146,15
4665,40,48,38,Male,48421,18
4666,37,51,90,Male,67773,1
4667,18,50,62,Male,67280,5
4668,29,52,53,Female,75923,21
4669,28,29,13,Female,72323,15
4670,23,57,95,Female,43858,15
4671,30,71,71,Male,52956,18
4672,18,46,83,Male,36831,19
4673,26,61,66,Female,46883,19
4674,18,21,22,Female,37197,7
4675,45,24,54,Female,27082,13
4676,18,91,22,Female,58343,5
4677,18,61,15,Female,50673,6
4678,30,56,41,Male,52888,16
4679,38,54,25,Male,56565,5
4680,52,45,75,Female,75943,10
4681,51,75,18,Female,37072,17
4682,59,34,32,Male,60394,6
4683,57,42,49,Female,35434,6
4684,20,25,64,Male,28502,12
4685,31,36,46,Male,39026,8
4686,26,21,54,Female,37781,10
4687,24,39,63,Male,58654,10
4688,18,56,85,Male,44255,6
4689,39,50,64,Male,63588,13
4690,18,50,15,Female,56740,14
4691,43,62,76,Female,34927,12
4692,48,40,34,Male,69991,13
4693,18,44,67,Female,66512,19
4694,42,44,94,Male,42703,8
4695,48,62,35,Female,36374,15
4696,42,54,42,Female,28805,6
4697,43,73,24,Female,50066,14
4698,25,26,48,Male,51897,15
4699,21,15,61,Male,43245,15
4700,24,30,8,Female,57796,11
4701,23,88,50,Male,29650,10
4702,35,56,51,Male,41313,9
4703,36,81,25,Female,41682,12
4704,42,38,36,Female,28342,8
4705,18,36,71,Male,64507,6
4706,27,34,41,Female,38281,18
4707,40,73,48,Male,53664,14
4708,33,60,25,Female,40725,21
4709,43,77,27,Female,74602,13
4710,52,79,31,Female,31535,12
4711,50,57,36,Female,70280,16
4712,34,15,61,Male,46457,13
4713,61,15,30,Male,55925,10
4714,23,56,50,Female,53510,17
4715,26,15,21,Female,39401,17
4716,30,52,65,Female,30944,16
4717,21,64,100,Female,62329,10
4718,22,15,24,Female,53187,5
4719,18,62,55,Female,42207,15
4720,34,27,100,Male,56081,14
4721,50,51,62,Female,50012,10
4722,27,43,58,Male,53440,14
4723,21,83,51,Female,78523,18
4724,32,24,42,Male,33068,13
4725,26,89,65,Male,61430,18
4726,24,45,69,Female,56411,7
4727,25,57,65,Male,11196,15
4728,41,37,55,Male,52215,14
4729,38,81,43,Male,40355,13
4730,39,50,77,Male,37905,10
4731,21,66,48,Male,64117,1
4732,51,50,10,Male,35979,12
4733,18,15,100,Female,42408,10
4734,24,34,56,Female,38799,9
4735,30,76,69,Female,42728,13
4736,18,62,69,Male,28738,18
4737,37,67,100,Female,69627,15
4738,18,54,58,Male,77115,5
4739,34,44,63,Female,7842,8
4740,33,39,91,Male,44447,19
4741,53,45,52,Male,56783,18
4742,35,60,41,Female,21138,10
4743,37,39,51,Male,41580,5
4744,18,49,51,Female,75660,7
4745,29,54,83,Female,46797,12
4746,26,44,75,Male,62484,6
4747,31,15,23,Female,63009,21
4748,29,67,57,Male,41530,5
4749,35,51,1,Male,43247,18
4750,34,69,76,Female,18589,16
4751,29,60,36,Female,38470,10
4752,26,58,84,Male,58682,5
4753,30,75,34,Male,53946,10
4754,37,54,51,Male,73373,23
4755,40,66,16,Female,34788,9
4756,24,42,32,Male,55580,11
4757,29,64,42,Female,49604,11
4758,18,34,30,Male,32659,19
4759,27,61,69,Male,46476,12
4760,21,29,53,Male,46658,16
4761,43,59,24,Female,53059,8
4762,41,82,50,Male,48963,11
4763,47,32,50,Male,59046,3
4764,36,31,70,Male,41463,5
4765,36,24,43,Male,26566,12
4766,33,15,14,Male,39574,20
4767,18,54,63,Female,31968,20
4768,32,69,93,Male,58162,18
4769,27,75,79,Male,69148,10
4770,36,49,58,Female,55756,15
4771,24,54,58,Female,58935,19
4772,35,46,73,Male,41786,19
4773,51,63,43,Female,34567,21
4774,18,39,100,Female,22748,14
4775,37,68,20,Male,55823,22
4776,29,57,56,Male,85006,7
4777,41,56,48,Male,61798,18
4778,18,64,49,Female,34316,5
4779,33,32,25,Female,83242,8
4780,31,62,56,Male,47933,16
4781,23,45,20,Female,39962,10
4782,21,46,33,Male,35974,11
4783,35,107,50,Female,21112,17
4784,33,41,56,Female,59847,15
4785,33,21,47,Male,47450,7
4786,68,15,53,Female,36619,9
4787,41,52,58,Male,57917,17
4788,38,57,93,Male,74946,10
4789,55,67,55,Male,51392,23
4790,23,25,33,Male,41368,16
4791,21,26,59,Male,75140,15
4792,56,28,52,Female,33667,17
4793,30,63,46,Female,59483,11
4794,41,30,50,Male,53590,12
4795,52,39,83,Male,38262,1
4796,41,42,25,Male,26791,11
4797,25,36,53,Male,60843,15
4798,48,59,19,Female,69924,17
4799,18,62,84,Male,47121,19
4800,28,44,69,Male,60984,1
4801,22,48,55,Female,35469,19
4802,48,46,35,Female,64410,15
4803,43,70,30,Male,56292,14
4804,21,20,37,Male,66408,13
4805,22,55,9,Female,40084,12
4806,18,29,56,Female,28931,13
4807,33,26,73,Male,65626,11
4808,18,47,57,Female,71138,18
4809,53,66,95,Female,53578,6
4810,42,48,9,Male,66292,12
4811,21,43,82,Male,42252,21
4812,27,51,45,Male,48921,12
4813,45,27,11,Female,42348,13
4814,34,31,59,Female,58383,13
4815,34,45,36,Male,56287,15
4816,37,58,36,Female,30373,14
4817,23,94,91,Male,47289,9
4818,24,15,34,Male,66279,15
4819,30,15,3,Male,34937,14
4820,35,78,28,Male,62392,6
4821,40,15,41,Female,43265,11
4822,47,54,88,Male,50053,9
4823,31,50,42,Male,30560,12
4824,38,59,92,Male,81611,17
4825,25,51,39,Female,35491,10
4826,44,35,1,Male,62071,10
4827,45,27,73,Male,66309,15
4828,21,15,14,Female,54901,12
4829,51,25,91,Male,27452,16
4830,34,79,46,Male,49690,5
4831,32,15,45,Male,55244,14
4832,59,60,24,Female,38049,10
4833,40,59,16,Male,45648,6
4834,32,55,71,Male,54159,15
4835,49,67,18,Male,52434,12
4836,29,70,51,Male,30353,5
4837,41,53,83,Female,38098,13
4838,39,98,42,Male,60500,16
4839,24,61,37,Female,42957,10
4840,24,23,64,Female,53655,11
4841,27,41,73,Female,51633,12
4842,29,71,46,Female,34879,8
4843,35,64,75,Female,68433,9
4844,18,47,20,Female,62530,22
4845,38,53,55,Male,24915,10
4846,54,41,44,Male,17676,6
4847,24,70,25,Female,43549,2
4848,36,33,53,Female,48127,12
4849,37,27,25,Female,41819,20
4850,20,58,13,Male,52800,10
4851,33,50,20,Male,48943,15
4852,48,32,33,Female,62322,1
4853,21,68,37,Male,58354,12
4854,23,89,8,Male,49156,13
4855,31,34,47,Male,46624,13
4856,33,15,37,Female,71003,5
4857,37,60,35,Female,50001,11
4858,32,36,85,Male,48730,19
4859,18,71,34,Male,73807,4
4860,54,31,63,Female,63304,16
4861,26,51,55,Female,54292,11
4862,30,38,66,Female,46096,13
4863,51,61,1,Male,51690,12
4864,42,71,71,Female,26760,9
4865,31,42,42,Female,51842,3
4866,38,52,40,Female,40163,12
4867,53,50,82,Female,44427,14
4868,24,51,45,Female,51647,10
4869,23,37,42,Female,67146,8
4870,41,87,26,Female,61250,18
4871,24,31,27,Female,59433,6
4872,19,64,54,Female,60686,10
4873,45,33,74,Male,34763,9
4874,50,51,46,Female,51694,10
4875,36,72,44,Male,56483,5
4876,39,36,65,Female,56477,15
4877,18,31,9,Female,43497,10
4878,25,29,51,Female,35296,17
4879,55,15,48,Female,40818,10
4880,24,62,21,Female,25211,5
4881,40,43,57,Female,52255,12
4882,52,94,1,Male,58755,13
4883,20,72,80,Male,27473,12
4884,19,63,100,Male,65371,4
4885,40,46,8,Female,35163,16
4886,33,71,68,Male,67354,12
4887,32,59,68,Male,44375,5
4888,31,63,60,Female,53575,17
4889,18,53,53,Female,69839,5
4890,43,46,8,Male,60960,6
4891,23,56,18,Female,52143,9
4892,23,60,79,Male,58077,14
4893,29,31,71,Female,55453,11
4894,23,64,58,Female,54189,7
4895,23,62,32,Male,38145,9
4896,34,81,70,Female,35703,16
4897,18,28,33,Male,83753,7
4898,26,28,52,Female,45453,19
4899,38,43,3,Female,87880,12
4900,35,46,43,Female,55994,8
4901,18,36,45,Male,52323,10
4902,46,74,26,Male,25162,16
4903,47,54,71,Female,42190,10
4904,41,40,4,Female,68928,13
4905,18,32,2,Male,72421,8
4906,44,63,66,Male,31713,3
4907,18,68,13,Female,44802,9
4908,33,53,43,Female,51102,16
4909,35,86,57,Male,72980,10
4910,45,16,71,Female,64863,15
4911,24,57,94,Male,29614,14
4912,29,40,12,Male,39373,15
4913,39,59,72,Female,56705,9
4914,33,84,76,Female,56016,11
4915,46,15,7,Male,78746,24
4916,18,70,39,Female,43034,18
4917,40,60,70,Male,10606,17
4918,39,32,74,Male,47065,8
4919,54,40,33,Female,45272,12
4920,39,37,40,Male,50318,6
4921,45,72,23,Male,42420,12
4922,18,15,7,Female,22244,13
4923,24,26,73,Male,38283,18
4924,31,46,15,Male,35480,8
4925,38,46,100,Male,45270,10
4926,22,53,20,Male,46577,10
4927,20,81,83,Female,52675,7
4928,21,49,54,Male,52062,14
4929,18,36,42,Female,51178,15
4930,51,15,44,Male,43139,2
4931,30,30,41,Female,70932,11
4932,45,51,70,Male,58335,17
4933,53,36,17,Female,42652,5
4934,45,43,56,Male,51619,9
4935,24,36,58,Female,55164,11
4936,39,67,51,Female,49698,10
4937,32,46,34,Female,43786,17
4938,29,47,94,Female,61511,7
4939,21,51,63,Male,31965,13
4940,40,85,66,Female,36469,16
4941,34,45,20,Male,57466,9
4942,29,44,31,Male,56535,20
4943,43,77,53,Male,34955,8
4944,18,66,38,Male,50419,14
4945,47,18,4,Male,54565,19
4946,44,25,67,Male,44150,16
4947,50,55,47,Female,29304,22
4948,35,41,52,Male,45041,15
4949,23,31,20,Male,52950,13
4950,31,62,61,Female,65093,13
4951,25,39,27,Female,53918,11
4952,32,37,54,Male,65730,8
4953,34,51,72,Female,65373,13
4954,23,28,65,Female,44306,7
4955,39,69,7,Female,12649,13
4956,47,78,1,Female,49919,12
4957,23,35,58,Female,48195,13
4958,19,61,43,Male,66133,12
4959,37,51,71,Female,43716,5
4960,50,48,36,Female,43736,9
4961,38,43,53,Male,32405,12
4962,28,24,26,Female,42581,10
4963,38,19,37,Female,44709,17
4964,37,60,99,Female,37183,12
4965,44,60,96,Male,26323,8
4966,19,47,29,Female,24816,20
4967,49,32,42,Male,61400,9
4968,34,80,84,Female,40757,11
4969,51,76,40,Male,46636,1
4970,27,71,36,Male,57390,17
4971,28,23,48,Female,55025,13
4972,43,30,1,Male,73835,13
4973,65,53,23,Male,43279,8
4974,26,61,75,Male,57083,15
4975,35,46,48,Female,35391,13
4976,27,38,57,Female,44602,10
4977,18,24,35,Female,30691,13
4978,32,15,36,Female,20863,8
4979,54,45,88,Female,81163,9
4980,20,39,13,Female,38672,10
4981,18,24,67,Female,50065,22
4982,43,49,44,Female,75641,8
4983,45,73,18,Female,53422,11
4984,27,49,85,Female,11845,1
4985,61,69,36,Female,33540,13
4986,51,33,54,Female,49315,13
4987,44,55,40,Female,73186,5
4988,18,83,32,Female,37883,14
4989,18,51,29,Male,66081,7
4990,41,29,24,Female,58025,9
4991,18,17,93,Female,59308,6
4992,18,15,25,Female,34544,11
4993,38,65,28,Female,59218,1
4994,57,32,51,Female,36612,23
4995,36,81,85,Female,36277,13
4996,30,52,51,Female,37953,16
4997,25,48,47,Female,19645,15
4998,18,69,93,Female,45769,16
4999,66,42,17,Male,48348,13
5000,38,63,27,Male,55715,11
5001,54,79,59,Male,78121,8
5002,46,78,33,Male,68660,12
5003,30,29,43,Male,34623,5
5004,36,23,41,Female,42956,12
5005,25,25,49,Male,39584,13
5006,18,84,43,Male,80686,1
5007,26,69,27,Female,28318,13
5008,36,55,39,Male,64548,13
5009,21,70,59,Male,70404,4
5010,36,29,89,Female,35057,11
5011,29,69,50,Female,19377,16
5012,42,57,12,Male,59898,9
5013,44,42,43,Male,44957,12
5014,36,15,54,Male,57454,15
5015,18,39,49,Male,36763,11
5016,42,52,45,Female,52680,19
5017,54,44,61,Male,63573,5
5018,40,40,39,Female,50199,1
5019,61,60,73,Female,59043,11
5020,36,48,52,Female,30775,12
5021,18,24,73,Male,73151,8
5022,33,65,34,Female,63154,13
5023,37,32,55,Female,52493,11
5024,23,30,47,Female,51159,15
5025,20,32,65,Female,31136,8
5026,47,34,13,Male,21854,8
5027,27,49,27,Male,55815,13
5028,37,91,60,Male,45877,15
5029,34,55,59,Female,66411,10
5030,44,46,63,Female,43740,12
5031,40,46,30,Female,46543,8
5032,30,51,55,Male,73769,3
5033,18,73,40,Male,35088,9
5034,40,68,42,Female,40433,17
5035,36,36,37,Female,41246,9
5036,19,67,53,Female,30543,11
5037,22,20,81,Female,37009,13
5038,25,39,29,Female,53998,6
5039,18,105,67,Female,52534,16
5040,28,68,42,Male,37516,14
5041,41,36,12,Female,57973,11
5042,32,52,37,Male,54457,10
5043,61,47,14,Male,79250,15
5044,45,15,38,Female,41258,14
5045,52,57,49,Female,21693,16
5046,18,53,99,Male,40284,21
5047,52,37,66,Male,63398,12
5048,48,67,91,Female,54695,7
5049,37,43,24,Female,3112,8
5050,18,35,91,Male,50270,11
5051,52,55,96,Female,60498,14
5052,39,74,46,Male,58685,14
5053,44,57,55,Female,44607,20
5054,18,19,43,Male,23354,12
5055,42,35,65,Female,51737,13
5056,32,55,11,Male,44921,13
5057,23,15,65,Male,55311,15
5058,36,69,15,Female,75557,19
5059,37,53,96,Male,48542,11
5060,30,57,48,Male,37090,5
5061,39,15,16,Female,36951,10
5062,35,65,1,Female,50573,15
5063,39,55,49,Female,61612,1
5064,25,54,28,Female,48567,6
5065,37,63,20,Male,27355,14
5066,27,71,34,Female,41165,12
5067,25,51,47,Male,25921,12
5068,51,87,51,Female,68072,8
5069,37,37,58,Female,34605,8
5070,25,46,66,Male,15059,12
5071,21,71,47,Male,32425,2
5072,35,41,26,Female,38794,3
5073,39,33,61,Male,34794,19
5074,30,26,83,Female,5858,4
5075,29,60,18,Male,48937,11
5076,37,57,75,Male,23817,6
5077,33,45,35,Female,30868,7
5078,31,95,1,Male,57515,4
5079,20,58,75,Female,46938,10
5080,33,36,50,Female,43980,5
5081,33,35,51,Male,46477,9
5082,33,39,47,Female,34914,7
5083,42,35,48,Male,46168,14
5084,37,44,28,Female,65883,15
5085,48,33,37,Male,42132,11
5086,39,79,27,Female,43676,12
5087,36,31,7,Male,74783,14
5088,38,75,34,Female,31392,11
5089,45,39,1,Female,50806,10
5090,33,35,41,Female,44563,9
5091,32,36,68,Female,50869,17
5092,33,15,63,Male,54954,9
5093,34,52,46,Male,38126,9
5094,35,50,100,Male,42364,9
5095,22,15,49,Male,74452,16
5096,37,75,76,Female,66697,12
5097,40,62,16,Male,85537,8
5098,46,63,16,Male,61928,11
5099,19,97,45,Female,60630,7
5100,34,102,37,Male,54019,12
5101,37,60,40,Male,49493,4
5102,18,61,44,Female,16515,8
5103,41,49,34,Male,60462,10
5104,43,15,49,Male,51896,8
5105,51,26,72,Female,70783,15
5106,37,70,52,Female,45991,17
5107,48,39,70,Female,63013,15
5108,48,61,37,Female,59638,11
5109,23,42,40,Female,63545,19
5110,35,76,44,Male,47214,15
5111,48,44,68,Female,82592,3
5112,18,60,82,Female,47482,8
5113,39,78,49,Female,69781,7
5114,43,24,57,Female,59125,14
5115,53,52,65,Female,27826,13
5116,22,15,58,Male,69102,7
5117,48,61,60,Male,42638,17
5118,44,39,77,Male,48591,3
5119,18,40,50,Male,47073,9
5120,18,15,21,Male,49210,7
5121,31,65,61,Female,41267,12
5122,45,52,63,Female,61269,1
5123,18,32,38,Male,52298,16
5124,18,15,16,Female,41541,13
5125,40,18,50,Female,55933,15
5126,30,59,43,Female,51369,16
5127,26,43,44,Female,65841,23
5128,23,32,28,Female,32402,2
5129,34,44,37,Male,54802,13
5130,56,28,69,Male,46769,3
5131,52,57,74,Female,54036,9
5132,53,56,57,Male,42556,16
5133,41,52,46,Female,52102,6
5134,42,15,21,Male,40988,6
5135,29,80,34,Male,67054,16
5136,30,52,16,Female,61118,14
5137,21,36,59,Male,40100,15
5138,40,53,7,Female,40922,17
5139,25,45,23,Female,41237,15
5140,31,62,7,Female,63644,11
5141,34,28,53,Female,57070,9
5142,38,28,56,Female,66884,15
5143,36,31,26,Male,51320,16
5144,53,27,77,Male,57066,14
5145,27,54,15,Female,66408,18
5146,46,59,60,Female,59783,10
5147,35,61,58,Male,52879,7
5148,49,58,7,Female,56193,14
5149,22,61,55,Male,44079,11
5150,45,50,46,Female,54393,10
5151,18,44,77,Female,43083,8
5152,20,49,49,Female,51759,13
5153,20,65,33,Male,34967,14
5154,35,77,33,Female,37457,12
5155,43,48,11,Male,30815,4
5156,42,55,44,Female,68122,11
5157,48,41,48,Female,62170,7
5158,32,64,36,Male,62366,20
5159,40,41,67,Male,57994,24
5160,42,51,95,Male,31505,14
5161,18,64,38,Female,64323,10
5162,36,86,57,Male,42479,11
5163,37,19,52,Male,38750,9
5164,20,44,50,Male,51372,6
5165,34,29,54,Female,38688,20
5166,40,44,41,Female,46132,13
5167,26,75,41,Male,66636,21
5168,19,31,78,Male,20603,10
5169,18,48,29,Female,50366,11
5170,33,69,49,Female,35034,9
5171,41,40,60,Female,80735,14
5172,36,54,3,Female,60730,8
5173,38,58,51,Female,43476,12
5174,38,33,41,Female,39940,12
5175,35,15,56,Female,62299,13
5176,40,50,68,Female,38078,5
5177,28,34,2,Male,63190,12
5178,39,88,19,Male,56763,12
5179,18,68,36,Female,43768,13
5180,19,47,44,Male,37701,13
5181,42,45,37,Male,55493,18
5182,32,35,47,Male,79523,19
5183,27,43,34,Female,61727,12
5184,27,37,44,Female,44139,14
5185,29,32,64,Male,61396,16
5186,46,43,92,Male,42849,14
5187,38,55,35,Male,46982,3
5188,37,60,53,Female,62085,8
5189,61,35,64,Female,23585,6
5190,42,46,59,Male,50521,9
5191,18,51,78,Female,88141,18
5192,37,45,78,Female,61122,8
5193,24,68,69,Male,43454,4
5194,20,74,40,Female,43930,12
5195,18,29,57,Male,41397,12
5196,43,30,29,Male,64854,8
5197,31,15,81,Female,66804,6
5198,37,25,62,Male,70549,9
5199,37,67,44,Female,33038,1
5200,18,42,51,Female,51187,7
5201,18,80,61,Female,44883,13
5202,33,67,60,Female,62967,13
5203,45,53,37,Male,47970,14
5204,55,51,48,Female,41768,12
5205,37,32,2,Female,26479,13
5206,26,50,100,Male,23989,8
5207,42,65,34,Male,39016,18
5208,27,64,21,Female,33657,16
5209,38,60,23,Female,53456,8
5210,18,36,19,Female,66409,10
5211,32,27,16,Female,38466,4
5212,24,32,100,Male,48162,13
5213,18,57,62,Female,44083,17
5214,25,24,48,Female,23854,9
5215,44,38,63,Female,70306,16
5216,36,61,38,Male,39251,19
5217,40,27,24,Female,67924,10
5218,37,59,76,Male,51499,9
5219,20,37,59,Male,47305,18
5220,38,50,77,Male,55165,11
5221,41,43,78,Male,54454,11
5222,42,62,62,Male,70221,10
5223,55,38,48,Male,46089,6
5224,20,38,76,Male,51842,9
5225,33,38,27,Male,30604,14
5226,25,56,77,Male,61304,14
5227,42,55,42,Female,58000,12
5228,32,38,42,Male,59321,3
5229,30,48,91,Female,48785,13
5230,34,29,35,Female,86545,13
5231,38,78,29,Female,73119,12
5232,47,53,41,Female,66762,6
5233,50,42,51,Male,6405,9
5234,18,37,37,Female,69799,5
5235,19,74,3,Male,47089,1
5236,45,68,19,Female,73192,6
5237,33,55,54,Female,59399,21
5238,41,67,30,Female,52460,4
5239,44,33,26,Female,47885,19
5240,37,24,61,Female,27654,8
5241,25,35,46,Male,80033,10
5242,39,37,26,Male,40282,14
5243,23,47,74,Female,68507,2
5244,42,58,23,Female,38886,10
5245,31,66,83,Male,40048,16
5246,29,65,52,Female,49634,11
5247,32,29,43,Female,56127,8
5248,29,35,14,Male,63209,8
5249,21,64,29,Female,48305,11
5250,31,60,33,Male,47091,18
5251,51,52,41,Female,59889,11
5252,18,47,3,Male,91637,8
5253,29,49,6,Male,54188,10
5254,40,40,45,Female,73461,8
5255,25,50,78,Male,34372,16
5256,18,49,42,Male,72257,8
5257,23,51,54,Male,44564,9
5258,44,51,22,Female,59799,15
5259,36,43,54,Male,17967,10
5260,38,48,63,Female,43930,2
5261,46,49,84,Female,75942,6
5262,33,78,1,Female,65982,16
5263,27,60,61,Female,78589,22
5264,38,69,12,Female,70018,16
5265,28,56,24,Male,48117,10
5266,40,67,46,Male,56145,16
5267,28,48,38,Female,63827,18
5268,33,85,84,Male,32599,10
5269,59,53,34,Female,55101,11
5270,36,33,68,Female,39716,20
5271,29,30,50,Female,41642,3
5272,33,49,63,Male,53468,19
5273,46,92,32,Male,20521,11
5274,42,26,44,Female,47355,13
5275,35,23,28,Male,61522,17
5276,18,32,66,Female,20825,11
5277,58,17,33,Male,15979,12
5278,39,29,100,Female,60494,11
5279,34,110,42,Female,68580,15
5280,23,32,70,Female,52281,13
5281,18,31,34,Female,38351,3
5282,37,36,37,Male,40498,7
5283,47,53,41,Female,39556,9
5284,19,15,16,Female,73967,26
5285,41,49,42,Female,69443,11
5286,50,61,67,Female,50047,11
5287,29,48,55,Female,74934,14
5288,42,42,16,Male,42353,1
5289,46,72,54,Female,47043,20
5290,55,44,51,Female,59640,4
5291,33,33,46,Male,49801,5
5292,52,69,100,Female,53992,5
5293,33,63,49,Female,39932,22
5294,37,54,57,Female,24394,14
5295,59,55,35,Female,43225,10
5296,43,73,30,Male,37589,8
5297,27,25,40,Female,62707,12
5298,32,80,93,Male,37807,12
5299,28,62,47,Male,47628,12
5300,35,62,46,Male,45304,8
5301,32,15,30,Female,53035,8
5302,18,31,78,Female,45289,14
5303,30,31,34,Female,44052,1
5304,38,33,57,Female,56175,6
5305,22,15,10,Female,56853,13
5306,50,30,47,Female,57900,16
5307,38,28,35,Female,25023,14
5308,46,31,77,Female,29933,12
5309,43,53,33,Female,37609,10
5310,53,58,24,Male,51762,3
5311,49,46,32,Female,49925,10
5312,28,86,53,Male,43503,19
5313,27,63,35,Male,35938,10
5314,38,46,57,Female,68084,9
5315,25,26,20,Male,37940,15
5316,48,53,23,Male,47054,8
5317,36,44,82,Female,38962,13
5318,38,80,44,Male,50645,12
5319,19,58,95,Male,51788,17
5320,18,71,74,Male,41973,11
5321,48,34,49,Male,47798,11
5322,28,15,48,Male,50890,15
5323,45,18,81,Female,48487,14
5324,32,39,50,Male,70179,7
5325,43,62,8,Male,62132,19
5326,61,28,71,Male,42127,19
5327,48,29,32,Female,52336,10
5328,20,66,63,Male,44258,12
5329,51,65,59,Female,45797,10
5330,27,54,34,Male,66593,14
5331,35,31,13,Female,65249,9
5332,33,39,58,Female,60641,8
5333,50,61,39,Female,37922,22
5334,40,56,29,Female,30115,14
5335,32,29,64,Female,43373,18
5336,40,55,28,Male,57754,19
5337,35,87,69,Male,58596,16
5338,33,88,54,Female,55793,10
5339,18,37,49,Female,88553,17
5340,33,39,70,Female,29030,13
5341,21,52,3,Female,33063,9
5342,54,47,15,Male,17649,11
5343,40,15,22,Male,46629,2
5344,35,34,39,Male,26832,9
5345,41,37,25,Female,35243,7
5346,18,45,73,Male,38504,12
5347,18,49,78,Female,47923,5
5348,35,86,67,Male,32650,16
5349,22,43,28,Female,49171,9
5350,48,55,40,Female,83653,6
5351,36,52,88,Female,55026,16
5352,18,52,64,Male,42045,3
5353,18,33,87,Female,73659,6
5354,34,35,23,Male,38502,10
5355,44,71,43,Female,45270,9
5356,40,64,61,Female,67029,17
5357,31,62,64,Male,27648,11
5358,32,46,26,Female,62292,7
5359,51,34,72,Male,45762,2
5360,31,72,18,Female,56776,19
5361,35,54,34,Male,62081,14
5362,61,15,50,Female,67888,10
5363,45,23,30,Male,45481,13
5364,54,48,96,Female,55945,11
5365,19,64,59,Female,25901,9
5366,29,70,40,Male,63901,17
5367,29,17,31,Male,38157,17
5368,29,57,57,Female,65005,11
5369,49,16,26,Female,9787,6
5370,43,40,43,Female,35297,15
5371,32,50,54,Female,45979,4
5372,35,58,54,Male,54052,12
5373,42,67,72,Male,72801,15
5374,45,64,15,Female,55834,11
5375,38,33,67,Female,32044,13
5376,32,54,71,Male,56628,11
5377,47,50,54,Male,59428,2
5378,18,15,10,Male,43244,10
5379,42,38,67,Female,40328,15
5380,39,38,52,Male,58142,10
5381,30,69,71,Female,58650,16
5382,27,88,52,Female,51030,6
5383,39,43,94,Male,63486,14
5384,27,43,76,Male,77008,10
5385,33,62,85,Female,52655,7
5386,27,86,3,Female,55061,5
5387,18,42,83,Female,38134,12
5388,18,57,61,Male,46335,12
5389,41,60,29,Female,74136,14
5390,21,45,100,Male,69876,6
5391,28,41,52,Female,43614,11
5392,25,23,25,Male,47101,18
5393,47,57,51,Male,71530,10
5394,26,47,96,Male,38572,8
5395,40,40,38,Male,48214,19
5396,42,39,74,Male,30496,8
5397,42,67,54,Female,61105,20
5398,27,29,26,Female,69397,4
5399,31,68,70,Male,65983,9
5400,41,47,48,Female,94434,19
5401,18,35,82,Female,28127,19
5402,22,30,25,Male,65485,18
5403,28,67,38,Female,45115,8
5404,18,47,39,Male,74769,11
5405,23,34,42,Male,40935,23
5406,29,69,36,Female,23117,6
5407,33,48,73,Female,55068,13
5408,25,34,50,Female,69957,11
5409,26,44,56,Female,34308,6
5410,52,24,63,Female,61417,13
5411,45,43,38,Male,75402,16
5412,49,60,35,Female,60665,13
5413,23,74,34,Female,31860,13
5414,18,48,51,Male,60850,9
5415,26,26,70,Male,57829,18
5416,18,27,7,Female,29673,12
5417,46,51,30,Male,57756,11
5418,41,41,43,Female,29871,15
5419,25,34,86,Female,34393,7
5420,29,78,97,Male,40237,18
5421,18,76,78,Male,53237,9
5422,36,21,72,Male,18323,11
5423,55,43,36,Female,56980,11
5424,18,23,79,Female,51261,16
5425,18,77,58,Female,34416,16
5426,39,100,33,Female,38566,6
5427,27,49,38,Male,31627,13
5428,22,42,28,Female,60892,12
5429,66,73,83,Female,62583,10
5430,53,91,70,Male,53924,15
5431,47,50,58,Female,62215,11
5432,18,70,39,Male,68821,8
5433,37,60,55,Male,44587,8
5434,25,41,78,Female,31229,15
5435,37,53,66,Male,68336,12
5436,29,55,67,Male,35499,8
5437,41,15,87,Female,51869,15
5438,47,44,29,Female,42458,19
5439,37,16,64,Male,67734,4
5440,29,75,62,Female,40464,13
5441,31,74,44,Male,31776,13
5442,18,65,86,Male,51563,11
5443,28,48,43,Female,40089,10
5444,30,41,26,Female,49412,5
5445,21,52,21,Female,31087,19
5446,57,33,100,Male,28455,22
5447,25,64,22,Male,72596,11
5448,65,35,45,Female,64207,9
5449,50,69,34,Female,35740,21
5450,31,82,39,Female,44949,5
5451,29,41,15,Female,48445,11
5452,25,89,85,Female,84360,18
5453,51,31,67,Male,41915,7
5454,46,59,61,Male,64555,14
5455,18,27,14,Female,49740,15
5456,50,49,89,Male,40755,12
5457,37,52,60,Male,47996,10
5458,56,54,45,Male,20161,15
5459,40,63,92,Female,68518,9
5460,18,77,9,Female,26791,4
5461,37,42,79,Female,66944,14
5462,29,35,25,Female,59378,18
5463,46,65,36,Female,30840,2
5464,26,25,37,Female,46721,9
